,交易日,交易所代码,ETF交易代码,ETF申赎代码,最小申购赎回单位份数,最大现金替代比例,预估现金差额,前一交易日现金差额,前一交易日基金单位净值,前一交易日申赎基准单位净值,当日申购赎回基准单位的红利金额,ETF申赎类型,ETF证券名称
79,20371207,1,511850,511850,10,1.0,0.0,0.0,100.0,1000.0,0.0,0,财富宝ETF
80,20371207,1,511860,511860,1,1.0,0.0,0.0,100.0,100.0,0.0,0,保证金货币ETF
81,20371207,1,511880,511880,10,1.0,0.2,0.03,101.3344,1013.34,0.0,0,银华日利ETF
82,20371207,1,511900,511900,1,1.0,0.0,0.0,100.0,100.0,0.0,0,富国货币ETF
83,20371207,1,511910,511910,1,1.0,0.0,0.0,100.0,100.0,0.0,0,融通货币ETF
84,20371207,1,511920,511920,1,1.0,0.0,0.0,100.0,100.0,0.0,0,广发货币ETF
85,20371207,1,511930,511930,1,1.0,0.0,0.0,100.0,100.0,0.0,0,国联日盈货币ETF
86,20371207,1,511950,511950,1,1.0,0.0,0.0,100.0,100.0,0.0,0,添利货币ETF
87,20371207,1,511960,511960,1,1.0,0.0,0.0,100.0,100.0,0.0,0,嘉实快线ETF
88,20371207,1,511970,511970,1,1.0,0.0,0.0,100.0,100.0,0.0,0,国寿货币ETF
89,20371207,1,511980,511980,1,1.0,0.0,0.0,100.0,100.0,0.0,0,现金添富ETF
90,20371207,1,511990,511990,1,1.0,0.0,0.0,100.0,100.0,0.0,0,华宝添益ETF
91,20371207,1,512000,512000,300000,0.5,283.53,283.53,1.0372,311161.53,0.0,0,券商ETF
92,20371207,1,512010,512010,1000000,0.7,1859.79,1859.79,0.37,370022.79,0.0,0,医药ETF
93,20371207,1,512040,512040,1000000,0.5,1045.73,4281.73,0.9336,933637.73,0.0,0,价值100ETF
94,20371207,1,512070,512070,1000000,1.0,1388.48,1388.48,0.7903,790297.48,0.0,0,证券保险ETF
95,20371207,1,512090,512090,2000000,0.8,5413.17,5297.17,1.5235,3046978.17,0.0,0,MSCIA股ETF易方达
96,20371207,1,512100,512100,2000000,0.5,1409.52,1535.52,2.2385,4476920.52,0.0,0,中证1000ETF
97,20371207,1,512120,512120,1000000,0.5,-12888.64,-11794.64,0.4179,417872.36,0.0,0,医药50ETF
98,20371207,1,512150,512150,1000000,0.5,66161.17,66161.17,1.6274,1627354.17,0.0,0,A50ETF
99,20371207,1,512160,512160,2000000,0.5,869.22,935.22,1.1623,2324653.22,0.0,0,MSCI中国A股ETF
100,20371207,1,512170,512170,1000000,0.5,771.76,771.76,0.3314,331413.76,0.0,0,医疗ETF
101,20371207,1,512180,512180,2000000,0.5,152541.58,154071.58,1.3789,2757826.58,0.0,0,MSCIA股ETF基金
102,20371207,1,512190,512190,700000,0.5,-144.76,-208.76,1.8134,1269379.24,0.0,0,浙商之江凤凰ETF
103,20371207,1,512200,512200,250000,0.5,-60.16,-82.16,1.4956,373911.84,0.0,0,房地产ETF
104,20371207,1,512220,512220,1500000,0.15,434.9,-3731.1,1.5392,2308809.9,0.0,0,TMTETF
105,20371207,1,512260,512260,800000,0.5,9965.97,10780.97,1.4878,1190248.97,0.0,0,中证500低波动ETF
106,20371207,1,512280,512280,2000000,0.5,45.51,194.51,1.4325,2864961.51,0.0,0,MSCIA股ETF景顺
107,20371207,1,512290,512290,1000000,0.8,-20273.01,-20273.01,0.9409,940858.99,0.0,0,生物医药ETF
108,20371207,1,512330,512330,1500000,0.5,-416.01,-416.01,0.8742,1311270.99,0.0,0,信息科技ETF
109,20371207,1,512360,512360,3000000,0.5,60225.13,62026.13,1.4711,4413161.13,0.0,0,平安MSCI国际ETF
110,20371207,1,512380,512380,3000000,0.5,105090.29,103277.29,1.2911,3873238.29,0.0,0,MSCI中国ETF
111,20371207,1,512390,512390,3000000,0.5,-102963.7,-106477.7,1.0638,3191406.3,0.0,0,平安MSCI低波ETF
112,20371207,1,512400,512400,500000,0.6,389.74,389.74,1.0176,508805.74,0.0,0,有色金属ETF
113,20371207,1,512480,512480,2000000,0.5,-1699.85,22286.15,0.8909,1781835.15,0.0,0,半导体ETF
114,20371207,1,512500,512500,800000,0.5,2220.95,2473.18,2.998,2398432.14,0.0,0,中证500ETF华夏
115,20371207,1,512510,512510,1500000,0.5,35182.31,32953.31,1.5378,2306625.31,0.0,0,中证500指数ETF
116,20371207,1,512520,512520,3000000,0.5,81253.51,80518.51,1.1632,3489630.51,0.0,0,MSCIETF
117,20371207,1,512530,512530,1000000,0.5,1286.53,-498.47,1.4753,1475278.53,0.0,0,沪深300红利ETF
118,20371207,1,512550,512550,1000000,0.5,-1495.88,-1495.88,1.5158,1515790.12,0.0,0,A50ETF基金
119,20371207,1,512560,512560,1000000,0.7,-1887.15,-1887.15,0.6054,605384.85,0.0,0,军工ETF易方达
120,20371207,1,512570,512570,1000000,0.9,3739.52,3739.52,1.0787,1078681.52,0.0,0,证券ETF易方达
121,20371207,1,512580,512580,600000,0.5,1315.87,1315.87,0.9737,584249.87,0.0,0,环保ETF
122,20371207,1,512600,512600,1300000,0.5,3291.73,6467.73,0.6928,900633.73,0.0,0,必选消费ETF
123,20371207,1,512640,512640,500000,0.5,-7362.39,-6534.39,2.2292,1114591.61,0.0,0,金融地产ETF基金
124,20371207,1,512650,512650,2000000,0.5,-2280.5,-1786.5,0.9505,1900998.5,0.0,0,长三角ETF
