,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,ShortfallCount,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,CollegePath,CollegeCity,CollegeLevel,CollegeProvince
2037,2038,本科二批第一次,理科,45,山东财经大学,A77,1:1,419,419,45,47,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-358.dhtml,08,电子商务类,非定向,4,429,4,4,6600,圣井校区,包含专业：电子商务、物流管理,4BA77,济南市,,山东省
2038,2039,本科二批第一次,理科,35,河南理工大学,A93,1:1,383,383,35,36,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-362.dhtml,08,应用物理学,非定向,2,436,2,4,5000,南校区,,4BA93,焦作市,,河南省
2039,2040,本科二批第一次,理科,10,西安航空学院,N31,1:1,409,409,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-897.dhtml,08,飞行器动力工程,非定向,4,444,5,4,6000,阎良校区,,4BN31,西安市,,陕西省
2040,2041,本科二批第一次,理科,72,防灾科技学院,B48,1:1,389,389,72,74,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-900.dhtml,08,地下水科学与工程,非定向,2,403,2,4,4900,校本部,,4BB48,廊坊市,,河北省
2041,2042,本科二批第一次,理科,30,济宁医学院,G10,1:1,384,384,30,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-346.dhtml,08,中西医临床医学,非定向,2,435,2,5,7500,济宁校区,,4BG10,济宁市,,山东省
2042,2043,本科二批第一次,文科,3,萍乡学院,582,1:1,455,455,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-662.dhtml,08,汉语言文学（师范类）,非定向,2,455,3,4,3650,校本部,,4A582,萍乡市,,江西省
2043,2044,本科二批第一次,理科,44,南京工程学院,100,1:1,417,417,44,47,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-754.dhtml,08,环境科学与工程类,非定向,3,419,3,4,5800,校本部,包含专业：环境工程、水质科学与技术,4B100,南京市,,江苏省
2044,2045,本科二批第一次,理科,24,厦门工学院（民办）,H40,1:1,333,333,24,20,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1544.dhtml,08,物联网工程,非定向,2,347,2,4,28000,校本部,,4BH40,厦门市,,福建省
2045,2046,本科二批第一次,文科,9,西安思源学院（民办）,514,1:1,379,379,9,8,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1545.dhtml,08,教育学（师范类）,非定向,2,406,2,4,19000,校本部,,4A514,西安市,,陕西省
2046,2047,本科二批第一次,理科,9,西安思源学院（民办）,514,1:1,333,333,9,8,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1545.dhtml,08,教育学（师范类）,非定向,2,341,2,4,19000,校本部,,4B514,西安市,,陕西省
2047,2048,本科二批第一次,理科,176,大连科技学院（民办）,431,1:1,333,333,176,172,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1574.dhtml,08,轨道交通信号与控制,非定向,10,333,10,4,27000,校本部,,4B431,大连市,,辽宁省
2048,2049,本科二批第一次,理科,41,宁夏理工学院（民办）,973,1:1,333,333,41,34,7,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1088.dhtml,08,电子信息工程,非定向,2,345,2,4,19800,校本部,校校联合培养，详见招生章程,4B973,中卫市,,宁夏回族自治区
2049,2050,本科二批第一次,文科,24,陕西国际商贸学院（民办）,614,1:1,385,385,24,26,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1547.dhtml,08,信息管理与信息系统,非定向,1,395,1,4,22000,校本部,,4A614,咸阳市,,陕西省
2050,2051,本科二批第一次,文科,8,重庆财经学院（民办）,899,1:1,387,387,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1835.dhtml,08,金融学,非定向,1,428,1,4,15000,校本部,,4A899,重庆市,,重庆市
2051,2052,本科二批第一次,理科,9,重庆外语外事学院（民办）,K28,1:1,333,333,9,7,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1833.dhtml,08,法语,非定向,1,333,0,4,15000,綦江校区,,4BK28,重庆市,,重庆市
2052,2053,本科二批第一次,理科,26,上海第二工业大学,903,1:1,414,414,26,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-953.dhtml,08,通信工程,非定向,2,451,2,4,7000,校本部,,4B903,上海市,,上海市
2053,2054,本科二批第一次,理科,11,青岛城市学院（民办）,482,1:1,333,333,11,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1701.dhtml,08,建筑学,非定向,1,340,1,5,24800,校本部,,4B482,青岛市,,山东省
2054,2055,本科二批第一次,理科,48,丽江文化旅游学院（民办）,A33,1:1,333,333,48,43,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1663.dhtml,08,会计学,非定向,2,340,2,4,21500,校本部,,4BA33,丽江市,,云南省
2055,2056,本科二批第一次,理科,4,长江大学文理学院（独立学院）,C16,1:1,340,340,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1602.dhtml,08,中国语言文学类,非定向,4,340,4,4,16500,校本部,包含专业：汉语言文学、汉语言文学(师范类),4BC16,荆州市,,湖北省
2056,2057,本科二批第一次,文科,6,郑州商学院（民办）,E11,1:1,379,379,6,5,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1131282.dhtml,08,会计学,非定向,2,427,2,4,14800,校本部,,4AE11,郑州市,,河南省
2057,2058,本科二批第一次,理科,5,郑州商学院（民办）,E11,1:1,333,333,5,4,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1131282.dhtml,08,会计学,非定向,2,382,3,4,14800,校本部,,4BE11,郑州市,,河南省
2058,2059,本科二批第一次,文科,45,黑龙江财经学院（民办）,A01,1:1,382,382,45,47,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1642.dhtml,08,法学,非定向,2,425,3,4,24000,校本部,,4AA01,哈尔滨市,,黑龙江省
2059,2060,本科二批第一次,理科,15,武汉工商学院（民办）,A38,1:1,333,333,15,14,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1598.dhtml,08,金融学,非定向,4,348,4,4,24800,校本部,,4BA38,武汉市,,湖北省
2060,2061,本科二批第一次,理科,3,无锡学院,681,1:1,456,456,3,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6151508.dhtml,08,电子科学与技术,非定向,1,456,0,4,5800,无锡校区,,4B681,无锡市,,江苏省
2061,2062,本科二批第一次,理科,62,洛阳理工学院,596,1:1,367,367,62,63,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-714.dhtml,08,机械类,非定向,8,417,10,4,5000,王城校区,包含专业：机械电子工程、车辆工程、汽车服务工程、材料成型及控制工程,4B596,洛阳市,,河南省
2062,2063,本科二批第一次,理科,5,广州航海学院,M03,1:1,364,364,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-732.dhtml,08,船舶电子电气工程,非定向,1,398,1,4,5190,黄埔校区,身高<1.55米、红绿色盲、双眼裸眼视力<4.6且矫正视力<4.6者慎报；非英语语种考生慎报；入学后只限在航海类专业（航海技术、轮机工程、船舶电子电气工程）之间转专业。,4BM03,广州市,,广东省
2063,2064,本科二批第一次,文科,43,丽江文化旅游学院（民办）,A33,1:1,381,381,43,44,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1663.dhtml,08,会计学,非定向,2,388,2,4,21500,校本部,,4AA33,丽江市,,云南省
2064,2065,本科二批第一次,理科,40,黑龙江财经学院（民办）,A01,1:1,333,333,40,28,12,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1642.dhtml,08,法学,非定向,1,399,1,4,24000,校本部,,4BA01,哈尔滨市,,黑龙江省
2065,2066,本科二批第一次,理科,16,北京中医药大学东方学院（独立学院）,D72,1:1,333,333,16,15,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-90586.dhtml,08,针灸推拿学,非定向,1,433,1,5,19500,渤海校区,,4BD72,北京市,,北京市
2066,2067,本科二批第一次,文科,6,武汉工商学院（民办）,A38,1:1,387,387,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1598.dhtml,08,金融学,非定向,2,391,2,4,24800,校本部,,4AA38,武汉市,,湖北省
2067,2068,本科二批第一次,理科,8,中国计量大学现代科技学院（独立学院）,D73,1:1,339,339,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1637.dhtml,08,测控技术与仪器,非定向,1,391,1,4,26000,义乌,,4BD73,南京市,,江苏省
2068,2069,本科二批第一次,文科,21,厦门大学嘉庚学院（独立学院）,A98,1:1,429,429,21,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1764.dhtml,08,日语,非定向,2,431,2,4,21000,,,4AA98,厦门市,,福建省
2069,2070,本科二批第一次,理科,11,武昌首义学院（民办）,G27,1:1,333,333,11,10,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1011.dhtml,08,数据科学与大数据技术（精英班）,非定向,2,384,2,4,22800,,大一就读嘉鱼校区，大二起就读武汉校区,4BG27,武汉市,,湖北省
2070,2071,本科二批第一次,理科,71,天津仁爱学院（民办）,E14,1:1,333,333,71,63,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481255.dhtml,08,电气工程及其自动化,非定向,2,376,2,4,26000,校本部,,4BE14,天津市,,天津市
2071,2072,本科二批第一次,理科,24,电子科技大学中山学院（独立学院）,717,1:1,333,333,24,22,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-845.dhtml,08,机械设计制造及其自动化,非定向,5,333,4,4,29000,校本部,,4B717,成都市,,四川省
2072,2073,本科二批第一次,理科,39,浙江水利水电学院,649,1:1,388,388,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-820.dhtml,08,给排水科学与工程,非定向,2,419,2,4,6325,南浔校区,,4B649,杭州市,,浙江省
2073,2074,本科二批第一次,理科,25,河北金融学院,038,1:1,371,371,25,26,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-801.dhtml,08,精算学,非定向,5,379,5,4,5060,校本部,,4B038,保定市,,河北省
2074,2075,本科二批第一次,文科,487,呼伦贝尔学院,766,1:1,403,403,487,502,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-608.dhtml,08,汉语言文学（师范类）,非定向,75,456,84,4,4200,校本部,,4A766,呼伦贝尔市,,内蒙古自治区
2075,2076,本科二批第一次,理科,19,甘肃中医药大学,P25,1:1,360,360,19,20,0,,08,临床医学,非定向,2,448,3,5,4600,和平校区,不招色盲色弱考生,4BP25,兰州市,,甘肃省
2076,2077,本科二批第一次,文科,8,陕西理工大学,541,1:1,440,440,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-562.dhtml,08,法学,非定向,1,469,1,4,5000,,,4A541,汉中市,,陕西省
2077,2078,本科二批第一次,理科,4,河北地质大学华信学院（独立学院）,M16,1:1,333,333,4,3,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1839.dhtml,08,环境工程,非定向,2,334,2,4,21000,石家庄市,,4BM16,石家庄市,,河北省
2078,2079,本科二批第一次,文科,25,黑河学院,876,1:1,390,390,25,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1983.dhtml,08,翻译（英语方向）,非定向,3,409,3,4,5000,本校区,,4A876,黑河市,,黑龙江省
2079,2080,本科二批第一次,理科,28,长沙医学院（民办）,G16,1:1,381,381,28,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-610.dhtml,08,药学,非定向,2,381,0,4,39819,长沙校区,,4BG16,长沙市,,湖南省
2080,2081,本科二批第一次,文科,8,武汉学院（民办）,D32,1:1,390,390,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1876.dhtml,08,物流管理,非定向,3,390,4,4,20000,校本部,,4AD32,武汉市,,湖北省
2081,2082,本科二批第一次,理科,15,武汉学院（民办）,D32,1:1,334,334,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1876.dhtml,08,物流管理,非定向,5,334,5,4,20000,校本部,,4BD32,武汉市,,湖北省
2082,2083,本科二批第一次,文科,31,南昌理工学院（民办）,367,1:1,384,384,31,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-222248.dhtml,08,英语,非定向,1,394,2,4,23500,主校区,,4A367,南昌市,,江西省
2083,2084,本科二批第一次,文科,482,内蒙古大学创业学院（独立学院）,E89,1:1,396,396,482,495,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18217120.dhtml,08,新闻学,非定向,96,402,97,4,12000,玉泉校区北区,,4AE89,呼和浩特市,,内蒙古自治区
2084,2085,本科二批第一次,文科,15,四川外国语大学成都学院（独立学院）,K67,1:1,379,379,15,14,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1914.dhtml,08,俄语,非定向,2,379,1,4,17000,成都校区,,4AK67,成都市,,四川省
2085,2086,本科二批第一次,理科,5,四川外国语大学成都学院（独立学院）,K67,1:1,333,333,5,2,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1914.dhtml,08,俄语,非定向,1,355,1,4,17000,成都校区,,4BK67,成都市,,四川省
2086,2087,本科二批第一次,文科,9,琼台师范学院,D52,1:1,447,447,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2050.dhtml,08,特殊教育（师范类）,非定向,2,447,2,4,4620,桂林洋校区,,4AD52,海口市,,海南省
2087,2088,本科二批第一次,理科,25,长治医学院,714,1:1,389,389,25,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-98.dhtml,08,药学,非定向,1,425,2,4,5480,校本部,,4B714,长治市,,山西省
2088,2089,本科二批第一次,理科,40,广州城市理工学院（民办）,K62,1:1,333,333,40,36,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1247825.dhtml,08,工业设计,非定向,2,333,1,4,27000,校本部,就读本专业不需要有美术基础,4BK62,广州市,,广东省
2089,2090,本科二批第一次,理科,49,绥化学院,892,1:1,333,333,49,48,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-192.dhtml,08,英语,非定向,3,358,3,4,4500,主校区,,4B892,绥化市,,黑龙江省
2090,2091,本科二批第一次,理科,49,河北地质大学,157,1:1,369,369,49,52,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-67.dhtml,08,管理科学与工程类,非定向,2,414,2,4,4600,河北省石家庄市,包含专业：工程管理、工程造价,4B157,石家庄市,,河北省
2091,2092,本科二批第一次,文科,11,西安翻译学院（民办）,951,1:1,399,399,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1197.dhtml,08,英语,非定向,4,399,3,4,25000,校本部,,4A951,西安市,,陕西省
2092,2093,本科二批第一次,理科,80,昆明理工大学,425,1:1,409,409,80,82,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-524.dhtml,08,冶金工程,非定向,8,431,10,4,4500,莲华校区,,4B425,昆明市,,云南省
2093,2094,本科二批第一次,文科,130,辽宁对外经贸学院（民办）,808,1:1,381,381,130,146,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-627.dhtml,08,俄语,非定向,8,381,2,4,30000,校本部,,4A808,大连市,,辽宁省
2094,2095,本科二批第一次,文科,20,北京第二外国语学院中瑞酒店管理学院（独立学院）,F89,1:1.05,379,379,21,8,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-15323559.dhtml,08,金融学（国际班）,非定向,2,379,1,4,59800,北京市大兴区,,4AF89,北京市,,北京市
2095,2096,本科二批第一次,文科,7,武汉华夏理工学院（民办）,733,1:1,383,383,7,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1907.dhtml,08,大数据管理与应用,非定向,2,394,2,4,22000,校本部,,4A733,武汉市,,湖北省
2096,2097,本科二批第一次,文科,10,山东管理学院,K41,1:1,402,402,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5463633.dhtml,08,资产评估,非定向,2,453,2,4,5500,主校区,,4AK41,济南市,,山东省
2097,2098,本科二批第一次,文科,2,西安工商学院（民办）,D37,1:1,414,414,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1923.dhtml,08,财务管理,非定向,2,414,2,4,27500,校本部,,4AD37,西安市,,陕西省
2098,2099,本科二批第一次,文科,20,珠海科技学院（民办）,C20,1:1,391,391,20,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1925.dhtml,08,学前教育（师范）,非定向,2,405,2,4,31000,珠海金湾,,4AC20,珠海市,,广东省
2099,2100,本科二批第一次,理科,28,北京第二外国语学院中瑞酒店管理学院（独立学院）,F89,1:1.05,333,333,30,3,27,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-15323559.dhtml,08,金融学（国际班）,非定向,2,333,0,4,59800,北京市大兴区,,4BF89,北京市,,北京市
2100,2101,本科二批第一次,理科,44,辽宁何氏医学院（民办）,E17,1:1,341,341,44,45,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1855.dhtml,08,药事管理,非定向,5,341,0,4,24000,校本部,,4BE17,沈阳市,,辽宁省
2101,2102,本科二批第一次,理科,71,长春财经学院（民办）,A35,1:1,333,333,71,67,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1848.dhtml,08,投资学,非定向,4,333,2,4,26000,净月校区,,4BA35,长春市,,吉林省
2102,2103,本科二批第一次,理科,33,大连工业大学,221,1:1,385,385,33,33,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-128.dhtml,08,化妆品技术与工程,非定向,3,402,3,4,5200,校本部,,4B221,大连市,,辽宁省
2103,2104,本科二批第一次,文科,4,黑龙江中医药大学,879,1:1,467,467,4,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-185.dhtml,08,康复治疗学,非定向,2,467,2,4,5000,校本部,,4A879,哈尔滨市,,黑龙江省
2104,2105,本科二批第一次,理科,27,黑龙江中医药大学,879,1:1,369,369,27,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-185.dhtml,08,康复治疗学,非定向,2,429,2,4,5000,校本部,,4B879,哈尔滨市,,黑龙江省
2105,2106,本科二批第一次,理科,159,辽宁对外经贸学院（民办）,808,1:1,333,333,159,106,53,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-627.dhtml,08,俄语,非定向,5,333,1,4,30000,校本部,,4B808,大连市,,辽宁省
2106,2107,本科二批第一次,理科,11,西南交通大学希望学院（独立学院）,J05,1:1,395,395,11,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18907077.dhtml,08,电气工程及其自动化,非定向,1,421,1,4,17000,主校区,,4BJ05,成都市,,四川省
2107,2108,本科二批第一次,理科,42,长春师范大学,429,1:1,387,387,42,43,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-168.dhtml,08,教育技术学（师范类）,非定向,4,387,4,4,5280,长吉校区,,4B429,长春市,,吉林省
2108,2109,本科二批第一次,理科,114,长春建筑学院（民办）,349,1:1,333,333,114,87,27,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1850.dhtml,08,信息安全,非定向,4,333,4,4,25000,奢岭校区,,4B349,长春市,,吉林省
2109,2110,本科二批第一次,文科,9,齐鲁医药学院（民办）,B36,1:1,388,388,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-612.dhtml,08,应用心理学,非定向,1,418,1,4,18500,校本部,,4AB36,济南市,,山东省
2110,2111,本科二批第一次,理科,57,吉林医药学院,500,1:1,347,347,57,59,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1945.dhtml,08,中药学,非定向,2,398,2,4,5600,高新校区,,4B500,吉林市,,吉林省
