,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,ShortfallCount,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,CollegePath,CollegeCity,CollegeLevel,CollegeProvince
3256,3257,本科二批第一次,理科,1156,内蒙古工业大学,753,1:1.05,361,338,1214,1226,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,11,冶金工程,非定向,64,385,67,4,4600,新城校区,,4B753,呼和浩特市,,内蒙古自治区
3257,3258,本科二批第一次,文科,7,长治学院,B28,1:1,402,402,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-103.dhtml,11,思想政治教育（师范类）,非定向,1,429,1,4,4950,南校区,,4AB28,长治市,,山西省
3258,3259,本科二批第一次,文科,55,长春工业大学人文信息学院（独立学院）,838,1:1,383,383,55,62,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1846.dhtml,11,计算机科学与技术,非定向,5,396,6,4,26000,净月南校区,,4A838,长春市,,吉林省
3259,3260,本科二批第一次,理科,122,吉林农业科技学院,854,1:1,342,342,122,125,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-810.dhtml,11,计算机类,非定向,10,415,10,4,5400,九站校区,包含专业：软件工程、网络工程、计算机科学与技术,4B854,吉林市,,吉林省
3260,3261,本科二批第一次,理科,28,吉林外国语大学（民办）,858,1:1,333,333,28,26,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-679.dhtml,11,英语（英德双语）,非定向,2,339,2,5,26000,,德语零起点，英语成绩不低于100分。,4B858,长春市,,吉林省
3261,3262,本科二批第一次,文科,20,吉林师范大学,851,1:1,429,429,20,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-166.dhtml,11,汉语言文学（师范类）,非定向,2,486,3,4,5060,四平校区,,4A851,四平市,,吉林省
3262,3263,本科二批第一次,理科,16,上海外国语大学贤达经济人文学院（独立学院）,E84,1:1,333,333,16,8,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1878.dhtml,11,日语,非定向,1,333,0,4,38000,崇明校区,,4BE84,上海市,,上海市
3263,3264,本科二批第一次,文科,5,福建江夏学院,H58,1:1,444,444,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2002.dhtml,11,金融学,非定向,1,464,1,4,5200,校本部,,4AH58,福州市,,福建省
3264,3265,本科二批第一次,理科,5,福建江夏学院,H58,1:1,372,372,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2002.dhtml,11,金融学,非定向,1,406,1,4,5200,校本部,,4BH58,福州市,,福建省
3265,3266,本科二批第一次,理科,19,武汉生物工程学院（民办）,683,1:1,343,343,19,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1035.dhtml,11,药学,非定向,3,371,3,4,21800,校本部,,4B683,武汉市,,湖北省
3266,3267,本科二批第一次,理科,15,南宁学院（民办）,P27,1:1,333,333,15,6,9,,12,学前教育（师范类）,非定向,2,338,2,4,20500,,,4BP27,南宁市,,广西壮族自治区
3267,3268,本科二批第一次,文科,48,华北科技学院,461,1:1,406,406,48,49,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-730.dhtml,12,国际经济与贸易,非定向,4,440,4,4,4600,校本部,,4A461,廊坊市,,河北省
3268,3269,本科二批第一次,理科,39,浙江水利水电学院,649,1:1,388,388,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-820.dhtml,12,土木工程,非定向,2,402,2,4,6325,南浔校区,,4B649,杭州市,,浙江省
3269,3270,本科二批第一次,理科,100,吉林化工学院,839,1:1,347,347,100,103,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-160.dhtml,12,自动化,非定向,1,422,2,4,5940,龙潭校区,,4B839,吉林市,,吉林省
3270,3271,本科二批第一次,理科,26,山西中医药大学,728,1:1,368,368,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-606.dhtml,12,护理学,非定向,1,425,1,4,5488,,不招收色弱、色盲考生,4B728,太原市,,山西省
3271,3272,本科二批第一次,理科,18,陇东学院,193,1:1,333,333,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-578.dhtml,12,农业资源与环境,非定向,2,333,2,4,4000,校本部,,4B193,庆阳市,,甘肃省
3272,3273,本科二批第一次,理科,981,内蒙古鸿德文理学院（民办）,E87,1:1,333,333,981,1025,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-46949665.dhtml,12,工程管理,非定向,70,335,86,4,16000,校本部,,4BE87,呼和浩特市,,内蒙古自治区
3273,3274,本科二批第一次,理科,23,山西财经大学,056,1:1,349,349,23,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-106.dhtml,12,金融工程,非定向,1,430,1,4,5100,迎泽校区,,4B056,太原市,,山西省
3274,3275,本科二批第一次,理科,85,长春工业大学人文信息学院（独立学院）,838,1:1,333,333,85,72,13,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1846.dhtml,12,数据科学与大数据技术,非定向,3,340,5,4,26000,净月南校区,,4B838,长春市,,吉林省
3275,3276,本科二批第一次,理科,25,长治医学院,714,1:1,389,389,25,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-98.dhtml,12,医学影像技术,非定向,1,436,1,4,5480,校本部,,4B714,长治市,,山西省
3276,3277,本科二批第一次,理科,46,山东理工大学,197,1:1,398,398,46,47,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-338.dhtml,12,食品科学与工程,非定向,2,437,2,4,6600,校本部,,4B197,淄博市,,山东省
3277,3278,本科二批第一次,理科,147,长春工程学院,430,1:1,350,350,147,150,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-809.dhtml,12,资源勘查工程,非定向,7,350,5,4,5400,湖东校区,,4B430,长春市,,吉林省
3278,3279,本科二批第一次,理科,78,山西农业大学,680,1:1,361,361,78,79,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-95.dhtml,12,动物医学,非定向,2,447,2,5,4500,,,4B680,晋中市,,山西省
3279,3280,本科二批第一次,理科,54,长春工业大学,346,1:1,368,368,54,56,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-158.dhtml,12,金属材料工程,非定向,1,415,1,4,5940,北湖校区,,4B346,长春市,,吉林省
3280,3281,本科二批第一次,理科,42,厦门大学嘉庚学院（独立学院）,A98,1:1,351,351,42,42,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1764.dhtml,12,机械设计制造及其自动化,非定向,2,400,2,4,23000,,,4BA98,厦门市,,福建省
3281,3282,本科二批第一次,理科,176,大连科技学院（民办）,431,1:1,333,333,176,172,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1574.dhtml,12,计算机科学与技术,非定向,10,355,10,4,27000,校本部,,4B431,大连市,,辽宁省
3282,3283,本科二批第一次,文科,18,河北经贸大学,645,1:1,446,446,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-931.dhtml,12,会计学,非定向,2,480,3,4,5060,校本部,,4A645,石家庄市,,河北省
3283,3284,本科二批第一次,理科,59,大连工业大学艺术与信息工程学院（独立学院）,E03,1:1,333,333,59,51,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1570.dhtml,12,计算机科学与技术,非定向,10,338,10,4,27500,校本部,,4BE03,大连市,,辽宁省
3284,3285,本科二批第一次,文科,4,湖南医药学院,707,1:1,412,412,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-993.dhtml,12,护理学,非定向,1,455,1,4,7150,金海校区,不录取色盲、色弱考生,4A707,怀化市,,湖南省
3285,3286,本科二批第一次,理科,11,湖南医药学院,707,1:1,369,369,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-993.dhtml,12,护理学,非定向,1,405,1,4,7150,金海校区,不录取色盲、色弱考生,4B707,怀化市,,湖南省
3286,3287,本科二批第一次,理科,22,河北经贸大学,645,1:1,369,369,22,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-931.dhtml,12,会计学,非定向,2,466,2,4,5060,校本部,,4B645,石家庄市,,河北省
3287,3288,本科二批第一次,理科,9,南昌航空大学,D07,1:1,426,426,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-317.dhtml,12,复合材料与工程,非定向,2,428,2,4,4530,前湖校区,,4BD07,南昌市,,江西省
3288,3289,本科二批第一次,理科,19,赣东学院,A70,1:1,348,348,19,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2125.dhtml,12,工程管理,非定向,1,367,1,4,3880,校本部,,4BA70,抚州市,,江西省
3289,3290,本科二批第一次,理科,41,宁夏理工学院（民办）,973,1:1,333,333,41,34,7,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1088.dhtml,12,计算机类,非定向,4,335,4,4,19800,校本部,校校联合培养，详见招生章程。包含专业：计算机科学与技术、网络工程、软件工程、数据科学与大数据技术,4B973,中卫市,,宁夏回族自治区
3290,3291,本科二批第一次,文科,24,陕西国际商贸学院（民办）,614,1:1,385,385,24,26,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1547.dhtml,12,人力资源管理,非定向,1,387,1,4,19800,校本部,,4A614,咸阳市,,陕西省
3291,3292,本科二批第一次,文科,12,黑龙江工商学院（民办）,A66,1:1,379,379,12,10,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1644.dhtml,12,财务管理,非定向,4,391,4,4,24800,哈尔滨市,,4AA66,哈尔滨市,,黑龙江省
3292,3293,本科二批第一次,理科,9,重庆外语外事学院（民办）,K28,1:1,333,333,9,7,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1833.dhtml,12,西班牙语,非定向,1,333,0,4,15000,綦江校区,,4BK28,重庆市,,重庆市
3293,3294,本科二批第一次,理科,50,青岛工学院（民办）,E48,1:1,333,333,50,45,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-406136.dhtml,12,物联网工程,非定向,2,333,1,4,23000,校本部,,4BE48,青岛市,,山东省
3294,3295,本科二批第一次,理科,20,泉州师范学院,E47,1:1,349,349,20,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-311.dhtml,12,生物科学（师范类）,非定向,4,400,4,4,5460,泉州主校区,,4BE47,泉州市,,福建省
3295,3296,本科二批第一次,理科,44,南京工程学院,100,1:1,417,417,44,47,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-754.dhtml,12,交通设备与控制工程,非定向,3,450,3,4,5800,校本部,,4B100,南京市,,江苏省
3296,3297,本科二批第一次,理科,22,赣南科技学院,449,1:1,337,337,22,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1747.dhtml,12,通信工程,非定向,2,404,2,4,4350,校本部,,4B449,赣州市,,江西省
3297,3298,本科二批第一次,文科,8,烟台理工学院（民办）,472,1:1,390,390,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1682.dhtml,12,法学,非定向,2,424,2,4,21800,校本部,,4A472,烟台市,,山东省
3298,3299,本科二批第一次,文科,45,黑龙江财经学院（民办）,A01,1:1,382,382,45,47,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1642.dhtml,12,广告学,非定向,2,382,1,4,24000,校本部,,4AA01,哈尔滨市,,黑龙江省
3299,3300,本科二批第一次,理科,5,江西农业大学南昌商学院（独立学院）,G54,1:1,333,333,5,4,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1749.dhtml,12,电子信息工程,非定向,1,350,1,4,14500,共青城市校区,,4BG54,南昌市,,江西省
3300,3301,本科二批第一次,文科,25,宁夏理工学院（民办）,973,1:1,382,382,25,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1088.dhtml,12,计算机类,非定向,2,389,2,4,19800,校本部,校校联合培养，详见招生章程。包含专业：计算机科学与技术、网络工程、软件工程、数据科学与大数据技术,4A973,中卫市,,宁夏回族自治区
3301,3302,本科二批第一次,理科,24,电子科技大学中山学院（独立学院）,717,1:1,333,333,24,22,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-845.dhtml,12,应用化学,非定向,3,333,1,4,29000,校本部,,4B717,成都市,,四川省
3302,3303,本科二批第一次,文科,43,丽江文化旅游学院（民办）,A33,1:1,381,381,43,44,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1663.dhtml,12,旅游管理,非定向,2,382,2,4,21500,校本部,,4AA33,丽江市,,云南省
3303,3304,本科二批第一次,理科,40,黑龙江财经学院（民办）,A01,1:1,333,333,40,28,12,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1642.dhtml,12,广告学,非定向,2,334,2,4,24000,校本部,,4BA01,哈尔滨市,,黑龙江省
3304,3305,本科二批第一次,理科,37,哈尔滨石油学院（民办）,C12,1:1,333,333,37,36,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1643.dhtml,12,能源化学工程,非定向,5,335,5,4,23800,校本部,公共外语课为英语或俄语，其他语种考生慎报,4BC12,哈尔滨市,,黑龙江省
3305,3306,本科二批第一次,理科,16,北京中医药大学东方学院（独立学院）,D72,1:1,333,333,16,15,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-90586.dhtml,12,药学,非定向,1,372,1,4,19500,渤海校区,,4BD72,北京市,,北京市
3306,3307,本科二批第一次,文科,9,鲁东大学,A83,1:1,469,469,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-353.dhtml,12,思想政治教育（师范类）,非定向,3,469,3,4,5060,校本部,,4AA83,烟台市,,山东省
3307,3308,本科二批第一次,理科,49,东华理工大学,466,1:1,401,401,49,49,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-316.dhtml,12,人工智能,非定向,4,445,4,4,5220,南昌校区,,4B466,抚州市,,江西省
3308,3309,本科二批第一次,蒙授文科,7,河北金融学院,038,1:1,395,395,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-801.dhtml,12,法学,非定向,4,433,4,4,4600,校本部,,4C038,保定市,,河北省
3309,3310,本科二批第一次,理科,19,晋中信息学院（民办）,H49,1:1,333,333,19,17,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1803.dhtml,12,通信工程,非定向,1,346,1,4,15980,,,4BH49,晋中市,,山西省
3310,3311,本科二批第一次,理科,34,山东交通学院,252,1:1,349,349,34,35,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-833.dhtml,12,测绘工程,非定向,2,406,2,4,6325,长清校区,,4B252,济南市,,山东省
3311,3312,本科二批第一次,理科,14,湖北工程学院新技术学院（独立学院）,D03,1:1,333,333,14,11,3,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1613.dhtml,12,机械设计制造及其自动化,非定向,4,352,4,4,14000,校本部,,4BD03,黄石市,,湖北省
3312,3313,本科二批第一次,文科,10,宁波财经学院（民办）,G42,1:1,382,382,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1466.dhtml,12,工商管理,非定向,4,387,5,4,33000,,前两年在宁波杭州湾校区，后两年在本部校区,4AG42,宁波市,,浙江省
3313,3314,本科二批第一次,理科,41,北华航天工业学院,116,1:1,406,406,41,42,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-869.dhtml,12,复合材料与工程,非定向,2,406,0,4,4900,校本部,,4B116,廊坊市,,河北省
3314,3315,本科二批第一次,文科,25,山东协和学院（民办）,C94,1:1,388,388,25,26,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1659.dhtml,12,助产学,非定向,1,420,1,4,22800,郭店校区,,4AC94,济南市,,山东省
3315,3316,本科二批第一次,理科,17,辽宁师范大学海华学院（独立学院）,F29,1:1,333,333,17,16,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1582.dhtml,12,数字媒体技术,非定向,1,333,0,4,27500,校本部,,4BF29,大连市,,辽宁省
3316,3317,本科二批第一次,理科,17,海南师范大学,927,1:1,397,397,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-883.dhtml,12,人工智能,非定向,2,431,2,4,4620,龙昆南校区,,4B927,海口市,,海南省
3317,3318,本科二批第一次,理科,30,赣南师范大学,A06,1:1,349,349,30,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-327.dhtml,12,社会学,非定向,2,377,2,4,4270,蓉江校区,,4BA06,赣州市,,江西省
3318,3319,本科二批第一次,文科,20,西安培华学院（民办）,950,1:1,409,409,20,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-795.dhtml,12,会计学,非定向,1,428,2,4,22880,,,4A950,西安市,,陕西省
3319,3320,本科二批第一次,文科,31,哈尔滨广厦学院（民办）,B85,1:1,381,381,31,32,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1649.dhtml,12,电子商务,非定向,5,381,3,4,25800,黑龙江省哈尔滨市,,4AB85,哈尔滨市,,黑龙江省
3320,3321,本科二批第一次,理科,32,哈尔滨广厦学院（民办）,B85,1:1,333,333,32,24,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1649.dhtml,12,电子商务,非定向,5,333,3,4,25800,黑龙江省哈尔滨市,,4BB85,哈尔滨市,,黑龙江省
3321,3322,本科二批第一次,理科,48,丽江文化旅游学院（民办）,A33,1:1,333,333,48,43,5,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1663.dhtml,12,旅游管理,非定向,2,333,0,4,21500,校本部,,4BA33,丽江市,,云南省
3322,3323,本科二批第一次,理科,28,滨州医学院,A61,1:1,402,402,28,31,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-343.dhtml,12,公共事业管理,非定向,1,402,0,4,6325,滨州校区,,4BA61,滨州市,,山东省
3323,3324,本科二批第一次,理科,11,唐山学院,314,1:1,397,397,11,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-688.dhtml,12,轨道交通信号与控制,非定向,5,397,4,4,5300,河北省唐山市,,4B314,唐山市,,河北省
3324,3325,本科二批第一次,文科,27,海南热带海洋学院,976,1:1,393,393,27,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-729.dhtml,12,新闻学,非定向,2,443,2,4,4620,三亚校区,,4A976,三亚市,,海南省
3325,3326,本科二批第一次,理科,25,重庆文理学院,527,1:1,387,387,25,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-496.dhtml,12,机械工程,非定向,3,409,3,4,5625,红河校区,,4B527,重庆市,,重庆市
3326,3327,本科二批第一次,理科,28,周口师范学院,151,1:1,358,358,28,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-375.dhtml,12,计算机科学与技术（师范类）,非定向,2,416,2,4,5000,校本部,,4B151,周口市,,河南省
3327,3328,本科二批第一次,文科,5,泰山学院,A76,1:1,401,401,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-355.dhtml,12,旅游管理,非定向,5,401,5,4,6600,,,4AA76,泰安市,,山东省
3328,3329,本科二批第一次,理科,67,山东工商学院,447,1:1,362,362,67,67,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-889.dhtml,12,投资学,非定向,2,413,2,4,5500,,,4B447,烟台市,,山东省
3329,3330,本科二批第一次,文科,17,南昌工学院（民办）,227,1:1,379,379,17,15,2,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1735.dhtml,12,英语（教师教育方向）,非定向,2,386,2,4,22600,南昌市,,4A227,南昌市,,江西省
3330,3331,本科二批第一次,理科,19,天津体育学院,552,1:1,381,381,19,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-62.dhtml,12,运动康复,非定向,4,414,4,4,4400,校本部,,4B552,天津市,,天津市
3331,3332,本科二批第一次,文科,24,上海外国语大学贤达经济人文学院（独立学院）,E84,1:1,379,379,24,20,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1878.dhtml,12,德语（双语班）,非定向,1,379,1,4,56000,崇明校区,,4AE84,上海市,,上海市
3332,3333,本科二批第一次,理科,78,吉林建筑科技学院（民办）,836,1:1,333,333,78,48,30,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1849.dhtml,12,环境工程,非定向,3,333,2,4,25000,,,4B836,长春市,,吉林省
3333,3334,本科二批第一次,理科,94,长春科技学院（民办）,356,1:1,337,337,94,98,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1851.dhtml,12,机械设计制造及其自动化,非定向,5,337,4,4,26000,东华大街校区,,4B356,长春市,,吉林省
3334,3335,本科二批第一次,文科,9,保定理工学院（民办）,D68,1:1,387,387,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-398215.dhtml,12,会计学,非定向,3,389,3,4,22000,河北省保定市,,4AD68,保定市,,河北省
3335,3336,本科二批第一次,理科,35,牡丹江医学院,872,1:1,381,381,35,36,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-186.dhtml,12,医学检验技术,非定向,5,413,5,4,4400,校本部,,4B872,牡丹江市,,黑龙江省
3336,3337,本科二批第一次,理科,4,陕西学前师范学院,J47,1:1,411,411,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5038141.dhtml,12,食品科学与工程,非定向,2,411,2,4,6000,长安校区,,4BJ47,西安市,,陕西省
3337,3338,本科二批第一次,理科,8,滇西应用技术大学,N58,1:1,359,359,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2229066336.dhtml,12,地理空间信息工程,非定向,2,364,2,4,4500,测绘与信息工程学院,,4BN58,大理白族自治州,,云南省
3338,3339,本科二批第一次,理科,67,沧州交通学院（民办）,F99,1:1,338,338,67,69,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6680074.dhtml,12,财务管理,非定向,1,363,1,4,15000,校本部,,4BF99,沧州市,,河北省
3339,3340,本科二批第一次,理科,120,大连东软信息学院（民办）,D30,1:1,337,337,120,121,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1874.dhtml,12,集成电路设计与集成系统,非定向,10,337,9,4,28000,博川校区,,4BD30,大连市,,辽宁省
3340,3341,本科二批第一次,文科,482,内蒙古大学创业学院（独立学院）,E89,1:1,396,396,482,495,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18217120.dhtml,12,财务管理,非定向,44,413,48,4,15000,玉泉校区南区,,4AE89,呼和浩特市,,内蒙古自治区
3341,3342,本科二批第一次,理科,28,长沙医学院（民办）,G16,1:1,381,381,28,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-610.dhtml,12,医学检验技术,非定向,2,381,0,4,39819,长沙校区,,4BG16,长沙市,,湖南省
3342,3343,本科二批第一次,理科,80,昆明理工大学,425,1:1,409,409,80,82,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-524.dhtml,12,能源与动力工程,非定向,4,464,5,4,4500,莲华校区,,4B425,昆明市,,云南省
3343,3344,本科二批第一次,理科,66,重庆移通学院（民办）,499,1:1,333,333,66,58,8,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1870.dhtml,12,通信工程,非定向,4,344,6,4,16000,大一、大二学年就读綦江校区，大三、大四学年就读合川校区,,4B499,重庆市,,重庆市
3344,3345,本科二批第一次,理科,12,上海应用技术大学,217,1:1,450,450,12,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-205.dhtml,12,机器人工程,非定向,1,473,1,4,7000,上海市奉贤区,,4B217,上海市,,上海市
3345,3346,本科二批第一次,理科,226,塔里木大学,075,1:1,347,347,226,231,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-591.dhtml,12,动物科学,非定向,14,367,15,4,3000,校本部,,4B075,阿拉尔市,,新疆维吾尔自治区
3346,3347,本科二批第一次,理科,97,河北工程大学,A10,1:1,387,387,97,98,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-66.dhtml,12,测绘工程,非定向,2,410,2,4,4900,校本部,,4BA10,邯郸市,,河北省
3347,3348,本科二批第一次,理科,40,广州城市理工学院（民办）,K62,1:1,333,333,40,36,4,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1247825.dhtml,12,自动化,非定向,2,333,1,4,27000,校本部,,4BK62,广州市,,广东省
3348,3349,本科二批第一次,理科,158,黑龙江科技大学,457,1:1,369,369,158,160,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-178.dhtml,12,电子信息工程,非定向,3,441,4,4,4000,校本部,,4B457,哈尔滨市,,黑龙江省
3349,3350,本科二批第一次,理科,18,西安建筑科技大学华清学院（独立学院）,D36,1:1,334,334,18,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1920.dhtml,12,风景园林,非定向,2,334,0,4,20000,校本部,,4BD36,西安市,,陕西省
3350,3351,本科二批第一次,理科,52,辽宁科技大学,167,1:1,383,383,52,53,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-122.dhtml,12,电气工程及其自动化,非定向,4,452,5,4,5200,校本部,,4B167,鞍山市,,辽宁省
3351,3352,本科二批第一次,理科,39,天津城建大学,553,1:1,400,400,39,40,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-603.dhtml,12,安全工程,非定向,1,432,1,4,5400,校本部,,4B553,天津市,,天津市
3352,3353,本科二批第一次,理科,982,内蒙古大学创业学院（独立学院）,E89,1:1,337,337,982,1018,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-18217120.dhtml,12,财务管理,非定向,49,358,52,4,15000,玉泉校区南区,,4BE89,呼和浩特市,,内蒙古自治区
3353,3354,本科二批第一次,理科,15,沈阳航空航天大学,118,1:1,409,409,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-119.dhtml,12,信息与计算科学,非定向,1,466,1,4,5200,辽宁省沈阳市,,4B118,沈阳市,,辽宁省
3354,3355,本科二批第一次,理科,596,内蒙古财经大学,754,1:1,362,362,596,608,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-115.dhtml,12,土地资源管理,非定向,35,369,35,4,4400,西校区,,4B754,呼和浩特市,,内蒙古自治区
