,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,CollegeProvince,CollegeCity,CollegeLevel,ranking
93,2919,本科二批第一次,文科,15,河北金融学院,038,1:1,398,398,15,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-801.dhtml,河北省,保定市,,7873
94,2923,本科二批第一次,文科,6,哈尔滨华德学院（民办）,451,1:1,379,379,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1650.dhtml,黑龙江省,哈尔滨市,,18670
95,2925,本科二批第一次,文科,12,吉林农业大学,840,1:1,411,411,12,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-161.dhtml,吉林省,长春市,,14212
96,2927,本科二批第一次,文科,6,武汉体育学院,E23,1:1,444,444,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-403.dhtml,湖北省,武汉市,,9776
97,2929,本科二批第二次,文科,8,武汉学院（民办）,D32,1:1,390,390,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1876.dhtml,湖北省,武汉市,,17106
98,2932,本科二批第一次,文科,15,四川外国语大学成都学院（独立学院）,K67,1:1,379,379,15,14,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1914.dhtml,四川省,成都市,,16961
99,2938,本科二批第一次,文科,3,常州大学,127,1:1,457,457,3,3,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-231.dhtml,江苏省,常州市,,8107
100,2953,本科二批第一次,文科,15,集美大学诚毅学院（独立学院）,F37,1:1,405,405,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1766.dhtml,福建省,厦门市,,15057
101,2956,本科二批第一次,文科,13,防灾科技学院,B48,1:1,443,443,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-900.dhtml,河北省,廊坊市,,7653
102,2959,本科二批第一次,文科,6,南宁理工学院（民办）,H54,1:1,387,387,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1886.dhtml,广西壮族自治区,南宁市,,17548
103,2974,本科二批第一次,文科,4,湖北第二师范学院,F74,1:1,446,446,4,4,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5579637.dhtml,湖北省,武汉市,,9517
104,2991,本科二批第一次,文科,11,河北地质大学,157,1:1,439,439,11,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-67.dhtml,河北省,石家庄市,,5295
105,2992,本科二批第一次,文科,3,昆明理工大学津桥学院（独立学院）,D29,1:1,379,379,3,2,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1664.dhtml,云南省,昆明市,,12726
106,2995,本科二批第一次,文科,6,长春师范大学,L98,1:1,395,395,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-168.dhtml,吉林省,长春市,,16438
107,3003,本科二批第一次,文科,1,黑龙江工程学院,881,1:1,445,445,1,1,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-914.dhtml,黑龙江省,哈尔滨市,,9650
108,3015,本科二批第一次,文科,10,河南科技大学,104,1:1.05,446,382,11,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-365.dhtml,河南省,洛阳市,,9517
109,3063,本科二批第一次,文科,19,绥化学院,892,1:1,406,406,19,21,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-192.dhtml,黑龙江省,绥化市,,14913
110,3101,本科二批第一次,文科,24,太原师范学院,729,1:1,428,428,24,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-100.dhtml,山西省,太原市,,11868
111,3110,本科二批第一次,文科,5,武汉城市学院（民办）,646,1:1,386,386,5,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1591.dhtml,湖北省,武汉市,,17686
112,3142,本科二批第一次,文科,12,邵阳学院,696,1:1,402,402,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-421.dhtml,湖南省,邵阳市,,12726
113,3172,本科二批第一次,文科,6,哈尔滨信息工程学院（民办）,218,1:1,384,384,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-873.dhtml,黑龙江省,哈尔滨市,,16961
114,3178,本科二批第一次,文科,10,安庆师范大学,050,1:1,406,406,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-288.dhtml,安徽省,安庆市,,7762
115,3244,本科二批第一次,文科,35,内蒙古科技大学包头师范学院,L15,1:1,445,445,35,38,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6433938.dhtml,内蒙古自治区,包头市,,9650
116,3252,本科二批第一次,文科,5,衡阳师范学院,A80,1:1,445,445,5,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-420.dhtml,湖南省,衡阳市,,5564
