,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking,CollegeProvince,CollegeLevel,CollegeCity
260,1040,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0A,日语,非定向,6,498,6,4,8000,主校区,,3994.0,辽宁省,,大连市
261,1041,本科一批第一次,文科,13,东北大学,291,1:1,539,539,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-121.dhtml,0A,公共管理类,非定向,4,556,4,4,5760,辽宁沈阳,包含专业：法学、公共事业管理、行政管理、土地资源管理、新闻学,942.0,辽宁省,"['985', '211', 'DFC']",沈阳市
262,1043,本科一批第一次,文科,26,西南政法大学,017,1:1,507,507,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-504.dhtml,0A,工商管理类,非定向,2,544,2,4,5600,渝北校区,包含专业：工商管理、市场营销、会计学、审计学、劳动关系、电子商务及法律,1321.0,重庆市,,重庆市
263,1046,本科一批第二次,文科,22,海南大学,925,1:1,509,509,22,23,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-450.dhtml,0A,俄语,非定向,2,509,0,4,4600,海甸校区,一年级在城西基础教学部,3183.0,海南省,"['211', 'DFC']",海口市
264,1053,本科一批第一次,文科,14,南京师范大学,317,1:1,519,519,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-246.dhtml,0A,公共管理类,非定向,2,519,1,4,5200,仙林校区,包含专业：公共事业管理、行政管理,2539.0,江苏省,"['211', 'DFC']",南京市
265,1061,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,0A,法学类,非定向,3,587,4,4,5850,南湖校区,包含专业：法学、法学(民商法方向)、法学(涉外法治方向)、法学(政府法治方向)、法学(刑事司法方向)、法学(社会治理方向)、知识产权,274.0,湖北省,"['211', 'DFC']",武汉市
266,1067,本科一批第一次,文科,9,北京理工大学,199,1:1,584,584,9,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-7.dhtml,0B,社会科学试验班（精品文科班）,非定向,9,584,11,4,5000,北京,包含专业：经济学、社会工作、法学、法学(含AI双学位)、英语、日语、德语、西班牙语,318.0,北京市,"['985', '211', 'DFC']",北京市
267,1070,本科一批第一次,文科,20,吉林财经大学,381,1:1,479,479,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170.dhtml,0B,法学,非定向,2,519,3,4,5280,净月校区,,2539.0,吉林省,,长春市
268,1077,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0B,英语,非定向,3,511,4,4,8000,主校区,,3043.0,辽宁省,,大连市
269,1079,本科一批第一次,文科,13,东北大学,291,1:1,539,539,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-121.dhtml,0B,人文科学试验班,非定向,2,567,2,4,5760,辽宁沈阳,包含专业：思想政治教育、哲学,634.0,辽宁省,"['985', '211', 'DFC']",沈阳市
270,1089,本科一批第一次,文科,8,石家庄铁道大学,244,1:1,508,508,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-90.dhtml,0B,法学,非定向,3,518,3,4,4600,龙山校区,,2604.0,河北省,,石家庄市
271,1092,本科一批第一次,文科,15,天津财经大学,556,1:1,481,481,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-61.dhtml,0B,商务英语,非定向,3,481,2,4,5400,校本部,,5476.0,天津市,,天津市
272,1095,本科一批第一次,文科,15,河南大学,594,1:1,487,487,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-372.dhtml,0B,中国语言文学类（师范类）,非定向,3,530,3,4,5060,开封校区,包含专业：汉语言文学、汉语国际教育,1911.0,河南省,['DFC'],开封市
273,1096,本科一批第一次,文科,10,北京第二外国语学院,368,1:1,504,504,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-28.dhtml,0B,俄语（人文交流）,非定向,2,512,2,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,2994.0,北京市,,北京市
274,1106,本科一批第一次,文科,13,东北大学,291,1:1,539,539,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-121.dhtml,0C,外国语言文学类,非定向,7,539,7,4,6240,辽宁沈阳,包含专业：英语、日语、俄语、德语,1502.0,辽宁省,"['985', '211', 'DFC']",沈阳市
275,1111,本科一批第一次,文科,30,内蒙古科技大学包头医学院,759,1:1.2,494,486,36,51,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6426412.dhtml,0C,中医学,非定向,30,494,36,5,5000,校本部,,4305.0,内蒙古自治区,,包头市
276,1115,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0C,翻译,非定向,3,497,3,4,8000,主校区,,4071.0,辽宁省,,大连市
277,1116,本科一批第一次,文科,8,石家庄铁道大学,244,1:1,508,508,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-90.dhtml,0C,汉语言文学,非定向,3,508,3,4,4600,龙山校区,,3251.0,河北省,,石家庄市
278,1123,本科一批第二次,文科,13,上海立信会计金融学院,964,1:1,507,507,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-695.dhtml,0C,行政管理,非定向,1,507,0,4,6500,文翔路校区,,3321.0,上海市,,上海市
279,1141,本科一批第一次,文科,2,东北大学秦皇岛分校,182,1:1,525,525,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-121.dhtml,0D,民族学,非定向,2,525,2,4,5760,秦皇岛市,,2184.0,河北省,,秦皇岛市
280,1144,本科一批第一次,文科,9,宁夏大学,972,1:1,503,503,9,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-587.dhtml,0D,英语（师范）,非定向,2,503,2,4,4400,校本部,,3612.0,宁夏回族自治区,"['211', 'DFC']",银川市
281,1149,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0D,商务英语,非定向,3,485,3,4,8000,主校区,,5083.0,辽宁省,,大连市
282,1156,本科一批第一次,文科,18,华南师范大学,844,1:1,534,534,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-439.dhtml,0D,新闻学,非定向,4,534,3,4,6060,广州校区石牌校园,,1728.0,广东省,"['211', 'DFC']",广州市
283,1158,本科一批第一次,文科,11,南京审计大学,031,1:1,545,545,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-755.dhtml,0D,法学,非定向,2,558,2,4,5200,江苏省南京市,,888.0,江苏省,,南京市
284,1160,本科一批第一次,文科,11,北京师范大学,307,1:1,579,579,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-24.dhtml,0E,法学（卓越实验班）,非定向,2,579,2,4,4800,北京校区,,403.0,北京市,"['985', '211', 'DFC']",北京市
285,1171,本科一批第一次,文科,14,新疆大学,981,1:1,489,489,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-590.dhtml,0E,行政管理,非定向,1,511,1,4,3100,红湖校区,国家级一流本科专业,3043.0,新疆维吾尔自治区,"['211', 'DFC']",乌鲁木齐市
286,1172,本科一批第一次,文科,16,云南大学,749,1:1,489,489,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0E,经济学类,非定向,1,556,1,4,4000,呈贡校区,大类培养分流办法详见《云南大学2023年本科招生章程》。包含专业：经济学、财政学、金融学、国际经济与贸易,942.0,云南省,"['211', 'DFC']",昆明市
287,1174,本科一批第一次,文科,2,四川师范大学,N65,1:1,528,528,2,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-490.dhtml,0E,汉语言文学,非定向,2,528,2,4,4800,狮子山校区,,2023.0,四川省,,成都市
288,1181,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0E,俄语,非定向,1,496,1,4,8000,主校区,,4144.0,辽宁省,,大连市
289,1188,本科一批第一次,文科,18,华南师范大学,844,1:1,534,534,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-439.dhtml,0E,传播学,非定向,4,534,3,4,6060,广州校区石牌校园,,1728.0,广东省,"['211', 'DFC']",广州市
290,1189,本科一批第一次,文科,11,南京审计大学,031,1:1,545,545,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-755.dhtml,0E,法学（法务会计）,非定向,2,545,2,4,5200,江苏省南京市,,1288.0,江苏省,,南京市
291,1192,本科一批第一次,文科,10,北京第二外国语学院,368,1:1,504,504,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-28.dhtml,0F,法语（人文交流）,非定向,1,545,1,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,1288.0,北京市,,北京市
292,1199,本科一批第一次,文科,16,云南大学,749,1:1,489,489,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0F,法学,非定向,2,562,5,4,4000,呈贡校区,,771.0,云南省,"['211', 'DFC']",昆明市
293,1201,本科一批第一次,文科,14,南京师范大学,317,1:1,519,519,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-246.dhtml,0F,金融学,非定向,2,545,2,4,5720,仙林校区,,1288.0,江苏省,"['211', 'DFC']",南京市
294,1207,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,0F,俄语,非定向,1,489,1,4,4500,首义校区,,4718.0,湖北省,"['211', 'DFC']",武汉市
295,1214,本科一批第一次,文科,15,河南大学,594,1:1,487,487,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-372.dhtml,0F,英语（师范类）,非定向,2,514,3,4,5060,开封校区,,2857.0,河南省,['DFC'],开封市
296,1237,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,0G,新闻传播学类,非定向,1,518,1,4,4500,南湖校区,包含专业：新闻学、广播电视学、网络与新媒体,2604.0,湖北省,"['211', 'DFC']",武汉市
297,1241,本科一批第一次,文科,8,中山大学,279,1:1,583,583,8,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-428.dhtml,0G,图书情报与档案管理类,非定向,4,583,1,4,6060,广州校区东校园,包含专业：信息管理与信息系统、图书馆学、档案学,336.0,广东省,"['985', '211', 'DFC']",广州市
298,1245,本科一批第一次,文科,20,吉林财经大学,381,1:1,479,479,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170.dhtml,0H,财政学,非定向,2,517,2,4,5280,净月校区,,2666.0,吉林省,,长春市
299,1250,本科一批第一次,文科,6,合肥工业大学（宣城校区）,J72,1:1,489,489,6,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-277.dhtml,0H,英语,非定向,2,526,2,4,6050,宣城校区,,2140.0,安徽省,,宣城市
300,1254,本科一批第一次,文科,14,南京师范大学,317,1:1,519,519,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-246.dhtml,0H,法学,非定向,3,567,4,4,5720,仙林校区,,634.0,江苏省,"['211', 'DFC']",南京市
301,1257,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0H,法语,非定向,2,489,2,4,8000,主校区,,4718.0,辽宁省,,大连市
302,1262,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,0H,汉语言文学,非定向,1,549,1,4,4500,南湖校区,,1162.0,湖北省,"['211', 'DFC']",武汉市
303,1266,本科一批第一次,文科,15,河南大学,594,1:1,487,487,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-372.dhtml,0H,俄语,非定向,2,487,1,4,4400,开封校区,,4902.0,河南省,['DFC'],开封市
304,1267,本科一批第一次,文科,10,北京第二外国语学院,368,1:1,504,504,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-28.dhtml,0H,西班牙语,非定向,1,519,1,4,5000,校本部,外语单科成绩不低于90分。包含人文交流、西班牙语国家国别与区域研究两个方向，大一大二不分方向，大二下学期末根据学生意愿自主报名选择方向，不足12人的方向不再开设该方向，选择该方向的学生自动转入另一个方向学习。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,2539.0,北京市,,北京市
305,1276,本科一批第一次,文科,6,合肥工业大学（宣城校区）,J72,1:1,489,489,6,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-277.dhtml,0J,网络与新媒体,非定向,2,489,3,4,5500,宣城校区,,4718.0,安徽省,,宣城市
306,1279,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0J,德语,非定向,2,483,3,4,8000,主校区,,5295.0,辽宁省,,大连市
307,1287,本科一批第一次,文科,331,内蒙古工业大学,753,1:1.05,468,468,348,221,127,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,0K,会计学,非定向,19,489,28,4,4400,新城校区,,4718.0,内蒙古自治区,,呼和浩特市
308,1288,本科一批第一次,文科,20,吉林财经大学,381,1:1,479,479,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170.dhtml,0K,金融学,非定向,2,510,2,4,5280,净月校区,,3112.0,吉林省,,长春市
309,1293,本科一批第一次,文科,16,云南大学,749,1:1,489,489,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0K,民族学,非定向,1,542,1,4,4000,东陆校区,,1399.0,云南省,"['211', 'DFC']",昆明市
310,1299,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0K,西班牙语,非定向,2,476,1,4,8000,主校区,,5964.0,辽宁省,,大连市
311,1302,本科一批第一次,文科,12,华北电力大学（保定）,131,1:1,508,508,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-69.dhtml,0K,法学,非定向,2,556,3,4,5000,校本部,,942.0,河北省,['DFC'],保定市
312,1307,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,0K,工商管理类,非定向,1,552,1,4,4500,首义校区,包含专业：工商管理、市场营销、人力资源管理、物流管理、电子商务、工商管理(商务分析方向),1060.0,湖北省,"['211', 'DFC']",武汉市
313,1316,本科一批第一次,文科,10,北京第二外国语学院,368,1:1,504,504,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-28.dhtml,0L,意大利语（旅游休闲）,非定向,1,511,1,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,3043.0,北京市,,北京市
314,1323,本科一批第一次,文科,14,南京师范大学,317,1:1,519,519,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-246.dhtml,0L,小学教育（师范）,非定向,2,558,2,4,5720,随园校区,,888.0,江苏省,"['211', 'DFC']",南京市
315,1325,本科一批第一次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0L,葡萄牙语,非定向,1,476,0,4,8000,主校区,,5964.0,辽宁省,,大连市
316,1328,本科一批第一次,文科,12,华北电力大学（保定）,131,1:1,508,508,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-69.dhtml,0L,社会工作,非定向,2,523,2,4,5000,校本部,,2319.0,河北省,['DFC'],保定市
317,1334,本科一批第二次,文科,11,南华大学,464,1:1,481,481,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-427.dhtml,0L,风景园林,非定向,3,481,1,4,5900,雨母校区,,5476.0,湖南省,,衡阳市
318,1337,本科一批第六次,文科,331,内蒙古工业大学,753,1:1.05,468,468,348,221,127,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,0M,英语,非定向,28,468,5,4,4200,金川校区,英语单科成绩必须达到100分及以上,6832.0,内蒙古自治区,,呼和浩特市
319,1339,本科一批第一次,文科,1,中国戏曲学院,E12,1:1,513,513,1,1,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-43.dhtml,0M,戏剧影视文学（戏曲文学）,非定向,1,513,1,4,8000,本院,语文单科成绩达到110分,2918.0,北京市,,北京市
320,1348,本科一批第二次,文科,39,大连外国语大学,033,1:1,476,476,39,39,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-144.dhtml,0M,朝鲜语,非定向,2,476,0,4,8000,主校区,招收非朝鲜族考生,5964.0,辽宁省,,大连市
321,1351,本科一批第一次,文科,12,华北电力大学（保定）,131,1:1,508,508,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-69.dhtml,0M,行政管理,非定向,2,508,1,4,5000,校本部,,3251.0,河北省,['DFC'],保定市
322,1356,本科一批第一次,文科,15,河南大学,594,1:1,487,487,15,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-372.dhtml,0M,新闻传播学类,非定向,2,512,2,4,5060,开封校区,包含专业：新闻学、广告学、编辑出版学、网络与新媒体,2994.0,河南省,['DFC'],开封市
323,1365,本科一批第一次,文科,7,华北电力大学（北京）,134,1:1,547,547,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91460.dhtml,0N,工商管理类,非定向,1,570,1,4,5000,北京校部,包含专业：会计学、财务管理、工商管理、人力资源管理、市场营销,570.0,北京市,['DFC'],北京市
324,1367,本科一批第一次,文科,16,云南大学,749,1:1,489,489,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0N,汉语言文学,非定向,3,526,3,4,3400,东陆校区,,2140.0,云南省,"['211', 'DFC']",昆明市
325,1369,本科一批第二次,文科,26,西南政法大学,017,1:1,507,507,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-504.dhtml,0N,新闻传播学类,非定向,4,507,1,4,5600,渝北校区,包含专业：新闻学、广播电视学、传播学、网络与新媒体,3321.0,重庆市,,重庆市
326,1376,本科一批第一次,文科,15,天津财经大学,556,1:1,481,481,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-61.dhtml,0N,工商管理类,非定向,1,529,1,4,4400,校本部,包含专业：工商管理、工商管理(大数据管理决策实验班)、市场营销、人力资源管理,1963.0,天津市,,天津市
327,1382,本科一批第二次,文科,8,上海政法学院,A08,1:1,525,525,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2120.dhtml,0P,行政管理,非定向,2,525,0,4,6500,校本部,,2184.0,上海市,,上海市
328,1385,本科一批第一次,文科,7,华北电力大学（北京）,134,1:1,547,547,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91460.dhtml,0P,法学,非定向,1,563,1,4,5000,北京校部,,737.0,北京市,['DFC'],北京市
329,1386,本科一批第一次,文科,10,北京第二外国语学院,368,1:1,504,504,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-28.dhtml,0P,罗马尼亚语,非定向,1,504,1,4,5000,校本部,外语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍,3547.0,北京市,,北京市
330,1395,本科一批第一次,文科,15,天津财经大学,556,1:1,481,481,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-61.dhtml,0P,会计学（注册会计师）,非定向,1,547,2,4,4400,校本部,,1216.0,天津市,,天津市
331,1403,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,0P,工商管理类（会计学院）,非定向,2,549,2,4,5850,首义校区,包含专业：会计学、会计学(注册会计师方向)、财务管理,1162.0,湖北省,"['211', 'DFC']",武汉市
332,1405,本科一批第一次,文科,331,内蒙古工业大学,753,1:1.05,468,468,348,221,127,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,0P,法学,非定向,89,489,127,4,4200,金川校区,,4718.0,内蒙古自治区,,呼和浩特市
333,1406,本科一批第一次,文科,6,青岛大学,738,1:1,502,502,6,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-709.dhtml,0P,新闻学,非定向,1,508,1,4,5280,浮山校区,,3251.0,山东省,,青岛市
334,1407,本科一批第一次,文科,11,北京师范大学,307,1:1,579,579,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-24.dhtml,0P,汉语言文学,非定向,3,607,4,4,4800,北京校区,,103.0,北京市,"['985', '211', 'DFC']",北京市
335,1410,本科一批第一次,文科,7,华北电力大学（北京）,134,1:1,547,547,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91460.dhtml,0Q,公共管理类,非定向,1,549,2,4,5000,北京校部,包含专业：公共事业管理、行政管理,1162.0,北京市,['DFC'],北京市
336,1411,本科一批第一次,文科,6,河北医科大学,581,1:1,494,494,6,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-76.dhtml,0Q,护理学类,非定向,6,494,6,4,5200,建华校区,包含专业：护理学、助产学,4305.0,河北省,,石家庄市
337,1422,本科一批第一次,文科,12,华北电力大学（保定）,131,1:1,508,508,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-69.dhtml,0Q,外国语言文学类,非定向,2,508,2,4,6000,校本部,包含专业：英语、翻译,3251.0,河北省,['DFC'],保定市
338,1425,本科一批第一次,文科,19,中南财经政法大学,020,1:1,489,489,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-402.dhtml,0Q,公共管理类,非定向,4,518,4,4,4500,首义校区,包含专业：公共事业管理、行政管理、劳动与社会保障、城市管理,2604.0,湖北省,"['211', 'DFC']",武汉市
339,1426,本科一批第六次,文科,331,内蒙古工业大学,753,1:1.05,468,468,348,221,127,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-109.dhtml,0Q,社会工作,非定向,94,468,9,4,4200,金川校区,,6832.0,内蒙古自治区,,呼和浩特市
340,1429,本科一批第一次,文科,8,华东政法大学,384,1:1,531,531,8,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-217.dhtml,0R,文化产业管理,非定向,1,531,0,4,6500,松江校区,,1864.0,上海市,,上海市
341,1430,本科一批第一次,文科,7,华北电力大学（北京）,134,1:1,547,547,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91460.dhtml,0R,网络与新媒体,非定向,2,547,2,4,5000,北京校部,,1216.0,北京市,['DFC'],北京市
342,1436,本科一批第一次,文科,6,合肥工业大学（宣城校区）,J72,1:1,489,489,6,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-277.dhtml,0R,法学,非定向,2,489,3,4,5500,宣城校区,,4718.0,安徽省,,宣城市
343,1447,本科一批第一次,文科,8,华东政法大学,384,1:1,531,531,8,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-217.dhtml,0S,网络与新媒体,非定向,1,543,2,4,6500,松江校区,,1358.0,上海市,,上海市
344,1448,本科一批第一次,文科,7,华北电力大学（北京）,134,1:1,547,547,7,7,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-91460.dhtml,0S,外国语言文学类,非定向,2,547,1,4,6000,北京校部,包含专业：英语、翻译,1216.0,北京市,['DFC'],北京市
345,1452,本科一批第一次,文科,16,云南大学,749,1:1,489,489,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0S,印地语,非定向,2,489,0,4,3400,呈贡校区,,4718.0,云南省,"['211', 'DFC']",昆明市
346,1459,本科一批第一次,文科,15,天津财经大学,556,1:1,481,481,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-61.dhtml,0S,国际商务,非定向,3,503,4,4,4400,校本部,,3612.0,天津市,,天津市
347,1465,本科一批第一次,文科,5,中国民用航空飞行学院,362,1:1,468,468,5,4,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481.dhtml,0S,工商管理,非定向,1,468,1,4,,校本部,,6832.0,四川省,,德阳市
348,1471,本科一批第一次,文科,20,吉林财经大学,381,1:1,479,479,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170.dhtml,0T,财务管理,非定向,2,489,3,4,5280,净月校区,,4718.0,吉林省,,长春市
349,1472,本科一批第一次,文科,19,中国民航大学,363,1:1,488,488,19,24,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-52.dhtml,0T,物流管理,非定向,2,501,2,4,5200,东丽校区,,3768.0,天津市,,天津市
350,1481,本科一批第一次,文科,11,北京师范大学,307,1:1,579,579,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-24.dhtml,0T,传播学（网络新媒体方向）,非定向,2,579,1,4,4800,北京校区,,403.0,北京市,"['985', '211', 'DFC']",北京市
351,1485,本科一批第一次,文科,5,中国民用航空飞行学院,362,1:1,468,468,5,4,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481.dhtml,0T,市场营销,非定向,1,483,1,4,,校本部,,5295.0,四川省,,德阳市
352,1489,本科一批第一次,文科,10,北京第二外国语学院,368,1:1,504,504,10,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-28.dhtml,0U,翻译（中英法复语）,非定向,1,558,1,4,5000,校本部,英语单科成绩不低于90分。考生双耳听力范围均不低于3米，不能有口吃等言语障碍。,888.0,北京市,,北京市
