,id,PreferenceOrder,CategoryName,AdmissionPlanCount,CollegeName,CollegeCode,AdmissionRatio,LowestScoreAdmissionRatio,LowestAdmissionScore,ExpectedApplicantsCount,RegisteredApplicantsCount,Shortfall_Count,AdmissionRegulationsURL,MajorCode,MajorName,PlanNature,PlannedEnrollmentCount,MajorLowestAdmissionScore,MajorRegisteredApplicantsCount,DurationOfStudy,TuitionFee,LocationOfSchool,MajorNotes,ranking,CollegeProvince,CollegeLevel,CollegeCity
353,1496,本科一批第二次,文科,5,中国民用航空飞行学院,362,1:1,468,468,5,4,1,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481.dhtml,0U,公共事业管理,非定向,1,468,0,4,,校本部,,6832.0,四川省,,德阳市
354,1504,本科一批第一次,文科,9,苏州大学,327,1:1,519,519,9,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-224.dhtml,0V,社会学,非定向,1,546,1,4,5720,苏州,,1254.0,江苏省,"['211', 'DFC']",苏州市
355,1510,本科一批第一次,文科,2,北京联合大学,530,1:1,509,509,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-799.dhtml,0V,金融学,非定向,1,509,1,4,4200,红领巾桥校区,,3183.0,北京市,,北京市
356,1515,本科一批第一次,文科,20,吉林财经大学,381,1:1,479,479,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170.dhtml,0V,行政管理,非定向,2,482,2,4,4800,净月校区,,5380.0,吉林省,,长春市
357,1525,本科一批第一次,文科,26,西南政法大学,017,1:1,507,507,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-504.dhtml,0W,思想政治教育,非定向,3,545,4,4,5600,渝北校区,,1288.0,重庆市,,重庆市
358,1529,本科一批第四次,文科,20,吉林财经大学,381,1:1,479,479,20,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-170.dhtml,0X,公共事业管理,非定向,2,479,0,4,4800,净月校区,,5673.0,吉林省,,长春市
359,1542,本科一批第二次,文科,16,云南大学,749,1:1,489,489,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,0Y,广播电视学,非定向,1,489,0,4,3400,呈贡校区,,4718.0,云南省,"['211', 'DFC']",昆明市
360,1543,本科一批第二次,文科,15,天津财经大学,556,1:1,481,481,15,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-61.dhtml,0Y,旅游管理类,非定向,4,481,1,4,4400,校本部,包含专业：旅游管理、会展经济与管理,5476.0,天津市,,天津市
361,1545,本科一批第一次,文科,2,北京联合大学,530,1:1,509,509,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-799.dhtml,0Y,会计学,非定向,1,530,1,4,4200,北四环校区,,1911.0,北京市,,北京市
362,1551,本科一批第一次,文科,6,上海海事大学,137,1:1,513,513,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-202.dhtml,0Z,交通管理（国航）,非定向,2,531,2,4,6500,临港校区,,1864.0,上海市,,上海市
363,1554,本科一批第一次,文科,9,苏州大学,327,1:1,519,519,9,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-224.dhtml,0Z,图书情报与档案管理类,非定向,1,519,1,4,5200,苏州,包含专业：档案学、信息资源管理,2539.0,江苏省,"['211', 'DFC']",苏州市
364,1557,本科一批第一次,文科,13,上海立信会计金融学院,964,1:1,507,507,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-695.dhtml,0Z,金融学,非定向,1,521,1,4,6500,上川路校区,,2426.0,上海市,,上海市
365,1561,本科一批第一次,文科,8,烟台大学,737,1:1,483,483,8,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-710.dhtml,10,工商管理,非定向,2,500,2,4,6325,主校区,,3851.0,山东省,,烟台市
366,1562,本科一批第一次,文科,18,南开大学,302,1:1,604,604,18,20,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-48.dhtml,10,经济学类,非定向,4,609,7,4,5200,八里台校区,包含专业：经济学、国际经济与贸易、财政学、商务经济学、数字经济,93.0,天津市,"['985', '211', 'DFC']",天津市
367,1563,本科一批第一次,文科,18,中国人民大学,286,1:1,609,609,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2.dhtml,10,国际政治,非定向,2,619,2,4,5000,北京市,入校后可参与选拔项目：“政治学-历史学”双主学位项目；含16国30余所海外名校学生交换项目（专项奖学金资助），“当代中国与欧盟研究”国际组织后备人才培养项目，伦敦大学国王学院双硕士学位联合培养。,45.0,北京市,"['985', '211', 'DFC']",北京市
368,1570,本科一批第一次,文科,14,福建师范大学,D11,1:1,483,483,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-307.dhtml,10,图书馆学,非定向,3,494,3,4,5040,旗山校区,,4305.0,福建省,,福州市
369,1584,本科一批第一次,文科,17,湘潭大学,702,1:1,511,511,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-408.dhtml,10,经济学,非定向,2,519,2,4,5500,校本部,,2539.0,湖南省,,湘潭市
370,1587,本科一批第一次,文科,8,上海政法学院,A08,1:1,525,525,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2120.dhtml,10,汉语国际教育,非定向,1,525,1,4,6500,校本部,,2184.0,上海市,,上海市
371,1589,本科一批第一次,文科,33,中南民族大学,007,1:1,482,482,33,35,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-405.dhtml,10,日语,非定向,2,482,1,4,4500,校本部,,5380.0,湖北省,,武汉市
372,1598,本科一批第一次,文科,10,北京体育大学,338,1:1,489,489,10,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-38.dhtml,10,马克思主义理论,非定向,1,533,1,4,5000,校本部,,1777.0,北京市,"['211', 'DFC']",北京市
373,1608,本科一批第一次,文科,10,北京大学,304,1:1,637,637,10,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1.dhtml,10,新闻传播学类,非定向,1,637,0,4,5000,校本部,包含专业：新闻学、广播电视学、广告学、编辑出版学,12.0,北京市,"['985', '211', 'DFC']",北京市
374,1616,本科一批第一次,文科,26,西北政法大学,018,1:1,519,519,26,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-567.dhtml,10,法学（反恐怖主义法）,非定向,5,549,6,4,5350,校本部,,1162.0,陕西省,,西安市
375,1624,本科一批第一次,文科,13,北京语言大学,281,1:1,529,529,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-29.dhtml,10,外国语言文学类,非定向,2,537,2,4,6000,校本部,包含专业：英语、英语(英西复语)、商务英语,1592.0,北京市,,北京市
376,1634,本科一批第一次,文科,14,北京化工大学,210,1:1,533,533,14,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-10.dhtml,10,英语,非定向,2,533,1,4,5000,昌平校区,,1777.0,北京市,"['211', 'DFC']",北京市
377,1635,本科一批第一次,文科,83,西南民族大学,006,1:1,485,485,83,85,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-508.dhtml,10,应用心理学,非定向,3,506,4,4,4900,航空港校区,,3407.0,四川省,,成都市
378,1638,本科一批第一次,文科,26,西南财经大学,035,1:1,537,537,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-503.dhtml,10,会计学（注册会计师专门化方向）,非定向,1,584,1,4,4600,柳林校区,,318.0,四川省,"['211', 'DFC']",成都市
379,1639,本科一批第一次,文科,7,长沙理工大学,126,1:1,489,489,7,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-413.dhtml,10,汉语言文学,非定向,2,489,2,4,4500,长沙,,4718.0,湖南省,,长沙市
380,1641,本科一批第一次,文科,39,天津商业大学,046,1:1,479,479,39,46,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-60.dhtml,10,工商管理类,非定向,5,481,5,4,4400,校本部,包含专业：工商管理、市场营销、人力资源管理,5476.0,天津市,,天津市
381,1645,本科一批第一次,文科,12,北京物资学院,048,1:1,485,485,12,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-33.dhtml,10,供应链管理,非定向,1,487,2,4,4200,校本部,,4902.0,北京市,,北京市
382,1651,本科一批第一次,文科,16,云南大学,749,1:1,489,489,16,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-523.dhtml,10,历史学,非定向,2,550,2,4,3400,东陆校区,,1127.0,云南省,"['211', 'DFC']",昆明市
383,1653,本科一批第一次,文科,35,吉林大学,297,1:1,549,549,35,37,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-154.dhtml,10,考古学,非定向,2,549,2,4,5810,前卫南区,按类招。含考古学、文物与博物馆学,1162.0,吉林省,"['985', '211', 'DFC']",长春市
384,1656,本科一批第一次,文科,6,燕山大学,295,1:1,470,470,6,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-176.dhtml,10,日语,非定向,2,470,2,4,5390,校本部,,6623.0,河北省,,秦皇岛市
385,1657,本科一批第一次,文科,16,湖南中医药大学,B02,1:1,484,484,16,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-416.dhtml,10,护理学,非定向,2,496,2,4,7500,长沙市,,4144.0,湖南省,,长沙市
386,1669,本科一批第二次,文科,14,福建师范大学,D11,1:1,483,483,14,16,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-307.dhtml,11,公共管理类,非定向,5,483,4,4,5040,旗山校区,包含专业：劳动与社会保障、行政管理,5295.0,福建省,,福州市
387,1672,本科一批第一次,文科,7,上海戏剧学院,274,1:1,505,505,7,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-220.dhtml,11,艺术管理,非定向,2,534,2,4,13000,昌林路校区,,1728.0,上海市,,上海市
388,1676,本科一批第一次,文科,13,上海立信会计金融学院,964,1:1,507,507,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-695.dhtml,11,投资学,非定向,1,516,2,4,6500,上川路校区,,2726.0,上海市,,上海市
389,1677,本科一批第一次,文科,51,内蒙古科技大学,764,1:1,470,470,51,52,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-108.dhtml,11,会计学,非定向,31,479,49,4,4400,校本部,,5673.0,内蒙古自治区,,包头市
390,1678,本科一批第一次,文科,3,中华女子学院,058,1:1,486,486,3,6,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-740.dhtml,11,女性学,非定向,3,486,4,4,4200,北校区,只招女生。,5000.0,北京市,,北京市
391,1683,本科一批第一次,文科,13,湖南大学,301,1:1,538,538,13,13,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-410.dhtml,11,汉语言文学,非定向,3,575,4,4,5300,长沙,,472.0,湖南省,"['985', '211', 'DFC']",长沙市
392,1684,本科一批第一次,文科,10,四川大学,289,1:1,557,557,10,11,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-469.dhtml,11,经济学类,非定向,2,583,3,4,4440,江安校区,“经济+”交叉培养，学校“基础学科拔尖学生培养计划2.0”，拥有国家级一流本科专业建设点。包含专业：国际经济与贸易、经济学、国民经济管理、财政学,336.0,四川省,"['985', '211', 'DFC']",成都市
393,1688,本科一批第一次,文科,11,南京审计大学,031,1:1,545,545,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-755.dhtml,11,审计学,非定向,2,567,2,4,5720,江苏省南京市,,634.0,江苏省,,南京市
394,1690,本科一批第一次,文科,20,安徽财经大学,052,1:1,480,480,20,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-294.dhtml,11,国际商务,非定向,2,483,2,4,4900,龙湖东校区,,5295.0,安徽省,,蚌埠市
395,1692,本科一批第四次,文科,2,广东财经大学,086,1:1,530,530,2,2,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-452.dhtml,11,工商管理,非定向,1,530,0,4,5510,第一、二学年佛山校区，第三、四学年广州校区,,1911.0,广东省,,广州市
396,1693,本科一批第一次,文科,12,对外经济贸易大学,061,1:1,584,584,12,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-32.dhtml,11,工商管理类,非定向,5,584,4,4,5000,北京,大类分流时完全按照志愿进行分流。包含专业：会计学、财务管理、人力资源管理、市场营销、工商管理(全球管理实验班),318.0,北京市,"['211', 'DFC']",北京市
397,1696,本科一批第一次,文科,11,南华大学,464,1:1,481,481,11,12,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-427.dhtml,11,护理学,非定向,3,487,4,4,7500,红湘校区,,4902.0,湖南省,,衡阳市
398,1699,本科一批第一次,文科,8,上海政法学院,A08,1:1,525,525,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2120.dhtml,11,新闻学（卓越新闻传播人才培养试点班）,非定向,1,529,1,4,6500,校本部,,1963.0,上海市,,上海市
399,1702,本科一批第一次,文科,33,中南民族大学,007,1:1,482,482,33,35,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-405.dhtml,11,新闻传播学类,非定向,2,519,2,4,4500,校本部,包含专业：新闻学、广播电视学、广告学,2539.0,湖北省,,武汉市
400,1703,本科一批第一次,文科,7,广州中医药大学,796,1:1,539,539,7,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-437.dhtml,11,针灸推拿学,非定向,1,565,2,5,7660,校本部,不招色盲色弱,674.0,广东省,['DFC'],广州市
401,1714,本科一批第一次,文科,17,兰州大学,296,1:1,529,529,17,17,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-571.dhtml,11,英语,非定向,2,551,2,4,5500,甘肃兰州,,1095.0,甘肃省,"['985', '211', 'DFC']",兰州市
402,1715,本科一批第一次,文科,10,北京体育大学,338,1:1,489,489,10,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-38.dhtml,11,教育学,非定向,1,519,1,4,5000,校本部,,2539.0,北京市,"['211', 'DFC']",北京市
403,1717,本科一批第一次,文科,10,北京大学,304,1:1,637,637,10,29,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1.dhtml,11,经济学类,非定向,1,644,2,4,5000,校本部,包含专业：经济学、金融学、国际经济与贸易、保险学(风险管理与保险)、财政学、资源与环境经济学,,北京市,"['985', '211', 'DFC']",北京市
404,1720,本科一批第一次,文科,26,西北政法大学,018,1:1,519,519,26,30,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-567.dhtml,11,法学（公共安全法）,非定向,2,549,2,4,5350,校本部,,1162.0,陕西省,,西安市
405,1726,本科一批第一次,文科,21,中国政法大学,019,1:1,567,567,21,25,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-47.dhtml,11,汉语言文学,非定向,1,567,0,4,5000,北京昌平,,634.0,北京市,"['211', 'DFC']",北京市
406,1729,本科一批第六次,文科,6,吉林财经大学,LR3,1:1,471,471,6,6,0,,11,电子商务（中外合作办学）,非定向,2,471,1,4,26000,净月校区,只招收有专业志愿的考生，与澳大利亚查尔斯特大学合作办学,6497.0,吉林省,,长春市
407,1731,本科一批第一次,文科,83,西南民族大学,006,1:1,485,485,83,85,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-508.dhtml,11,汉语言文学,非定向,8,528,9,4,4400,航空港校区,,2023.0,四川省,,成都市
408,1743,本科一批第一次,文科,18,中国人民大学,286,1:1,609,609,18,19,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2.dhtml,11,人力资源管理（经管试验班）,非定向,1,609,0,4,5000,北京市,无时点专业选择；国际交流：含加拿大蒙特利尔大学等交换项目（免学费），美国罗格斯大学“2+1”“4+1”硕士项目，学院本硕学生可直接申请罗格斯大学的硕士并免修部分课程。,93.0,北京市,"['985', '211', 'DFC']",北京市
409,1746,本科一批第一次,文科,4,上海交通大学医学院,J23,1:1,559,559,4,5,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-199.dhtml,11,护理学（四年制）,非定向,4,559,4,4,8140,医学院,国家一流本科，含护理学-行政管理双学士学位项目；优秀学生可优先进入直博计划，含新加坡国立大学等交流生项目,864.0,上海市,,上海市
410,1748,本科一批第一次,文科,26,西南财经大学,035,1:1,537,537,26,27,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-503.dhtml,11,会计学（双语实验班）,非定向,1,571,1,4,8000,柳林校区,,548.0,四川省,"['211', 'DFC']",成都市
411,1751,本科一批第一次,文科,7,长沙理工大学,126,1:1,489,489,7,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-413.dhtml,11,新闻学,非定向,2,489,1,4,6000,长沙,,4718.0,湖南省,,长沙市
412,1755,本科一批第一次,文科,25,山东政法学院,E63,1:1,490,490,25,28,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-85314.dhtml,11,新闻学（法治新闻方向）,非定向,3,498,3,4,5060,,,3994.0,山东省,,济南市
413,1758,本科一批第一次,文科,490,内蒙古大学,751,1:1.05,502,482,515,527,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-107.dhtml,11,哲学,非定向,10,522,12,4,4620,南校区,基地,2367.0,内蒙古自治区,"['211', 'DFC']",呼和浩特市
414,1764,本科一批第一次,文科,14,南京师范大学,317,1:1,519,519,14,15,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-246.dhtml,11,外国语言文学类（双外语）,非定向,2,544,2,5,5720,随园校区,包含专业：俄语、日语、意大利语、西班牙语、法语,1321.0,江苏省,"['211', 'DFC']",南京市
415,1765,本科一批第一次,文科,9,哈尔滨工程大学,410,1:1,518,518,9,9,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-177.dhtml,11,法学,非定向,3,551,3,4,4000,校本部,,1095.0,黑龙江省,"['211', 'DFC']",哈尔滨市
416,1769,本科一批第一次,文科,794,内蒙古师范大学,752,1:1,470,470,794,823,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-112.dhtml,11,教育学（师范类）,非定向,20,488,23,4,4200,盛乐校区,,4799.0,内蒙古自治区,,呼和浩特市
417,1771,本科一批第二次,文科,8,烟台大学,737,1:1,483,483,8,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-710.dhtml,12,投资学,非定向,2,483,1,4,5500,主校区,,5295.0,山东省,,烟台市
418,1779,本科一批第二次,文科,8,大连大学,823,1:1,476,476,8,8,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-750.dhtml,12,日语,非定向,3,476,0,4,4500,,,5964.0,辽宁省,,大连市
419,1783,本科一批第一次,文科,13,上海立信会计金融学院,964,1:1,507,507,13,14,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-695.dhtml,12,信用管理,非定向,1,518,1,4,6500,上川路校区,,2604.0,上海市,,上海市
420,1794,本科一批第一次,文科,8,华中师范大学,324,1:1,540,540,8,10,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-395.dhtml,12,中国语言文学类,非定向,2,574,3,4,5850,武汉市,包含专业：汉语言文学、汉语言、汉语言文学(国家拔尖学生培养基地),486.0,湖北省,"['211', 'DFC']",武汉市
421,1797,本科一批第一次,文科,2,江西财经大学,LVL,1:1,489,489,2,5,0,,12,金融学（国际投资与金融）,非定向,1,489,1,4,14000,南昌市,,4718.0,江西省,,南昌市
422,1799,本科一批第一次,文科,17,湘潭大学,702,1:1,511,511,17,18,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-408.dhtml,12,国际经济与贸易,非定向,2,516,2,4,5500,校本部,,2726.0,湖南省,,湘潭市
423,1801,本科一批第一次,文科,18,厦门大学,298,1:1,586,586,18,22,0,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-299.dhtml,12,会计学（含会计、财务、审计）,非定向,2,599,2,4,5460,思明校区,含会计学、财务管理、审计学专业,148.0,福建省,"['985', '211', 'DFC']",厦门市
